loan_amnt,int_rate,installment,annual_inc,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,loan_to_income,credit_stress,emp_length_num,grade,home_ownership,purpose,verification_status,application_type,default_flag,pd_lgb,pd_lgb_platt,pd_lr
9500.0,0.0751,295.56,34800.0,24.62,4.0,0.0,9036.0,0.287,17.0,,0.27298066147524497,7.065939999999999,7.0,A,OWN,debt_consolidation,Source Verified,INDIVIDUAL,0,0.08015712363554171,0.09857547059979763,0.09037718012719954
11500.0,0.1235,383.89,35000.0,24.89,20.0,0.0,9175.0,0.7170000000000001,39.0,0.0,0.32856204108454046,17.846130000000002,4.0,B,RENT,debt_consolidation,Verified,INDIVIDUAL,0,0.1924267376270822,0.17183291989926627,0.23094794045022252
4800.0,0.1449,165.2,50000.0,10.66,10.0,0.0,2957.0,0.418,13.0,0.0,0.09599808003839923,4.45588,2.0,C,RENT,debt_consolidation,Not Verified,INDIVIDUAL,0,0.22405858292208286,0.1990499248348711,0.17433999047372992
22500.0,0.23829999999999998,645.07,110400.0,7.63,5.0,0.0,6405.0,0.8109999999999999,20.0,6.0,0.20380250178893308,6.18793,10.0,F,MORTGAGE,home_improvement,Verified,INDIVIDUAL,0,0.24868498508759784,0.22239608184726117,0.268470441605786
15000.0,0.21989999999999998,414.2,84000.0,25.37,11.0,0.0,13548.0,0.619,36.0,3.0,0.17856930274639587,15.704030000000001,10.0,E,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,1,0.3017157228022354,0.279038841952312,0.31112866717668053
6000.0,0.1128,167.65,63500.0,14.68,21.0,0.0,17550.0,0.386,30.0,,0.09448670099683469,5.66648,4.0,C,RENT,debt_consolidation,Verified,INDIVIDUAL,1,0.1744737882109784,0.15774433246580055,0.19727682606012087
7500.0,0.1629,264.76,22060.0,28.73,12.0,0.0,7412.0,0.545,24.0,0.0,0.33996645664294456,15.657850000000002,6.0,D,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.4497325305917849,0.4738123284156174,0.41936350921624205
20000.0,0.0819,628.49,68000.0,17.17,13.0,0.0,27557.0,0.59,27.0,4.0,0.2941133218629138,10.1303,10.0,A,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.08590454731047956,0.10152747369123076,0.07181450547496235
4500.0,0.1016,145.55,42000.0,21.63,12.0,0.0,8126.0,0.718,29.0,7.0,0.10714030618318611,15.530339999999999,5.0,B,MORTGAGE,debt_consolidation,Not Verified,INDIVIDUAL,0,0.11845064732363797,0.1197603226241496,0.09932586089274423
10000.0,0.09910000000000001,322.25,26004.0,12.09,17.0,0.0,11013.0,0.322,36.0,,0.38454143433955007,3.89298,3.0,B,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,0,0.1298742406548585,0.12680217706355762,0.13657013977521487
3600.0,0.1285,121.04,105000.0,20.86,12.0,0.0,0.0,,27.0,1.0,0.03428538775821183,,1.0,B,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,0,0.12337603251077825,0.12275411007599024,0.11162095361783644
23000.0,0.0917,733.22,160000.0,6.67,18.0,0.0,10122.0,0.205,30.0,2.0,0.1437491015681152,1.3673499999999998,10.0,B,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.07339189207690489,0.09519885208360629,0.07467035457715358
6000.0,0.09910000000000001,193.35,57600.0,7.98,10.0,0.0,7964.0,0.387,17.0,,0.10416485824898873,3.0882600000000004,1.0,B,RENT,debt_consolidation,Not Verified,INDIVIDUAL,0,0.06720856514899562,0.09220358112657902,0.0985429780887321
15250.0,0.0971,490.01,42000.0,21.53,11.0,0.0,18703.0,0.322,15.0,1.0,0.36308659317635295,6.93266,3.0,B,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.1223399786954681,0.12211906869662748,0.16405829998754368
9550.0,0.12990000000000002,321.74,57000.0,29.01,9.0,0.0,4604.0,0.667,20.0,0.0,0.16754092033473098,19.349670000000003,10.0,C,RENT,debt_consolidation,Not Verified,INDIVIDUAL,1,0.3367093159324559,0.3209068895641801,0.2328206941773591
16000.0,0.0603,486.97,53500.0,18.17,10.0,0.0,19320.0,0.444,29.0,0.0,0.2990598306573709,8.067480000000002,3.0,A,RENT,credit_card,Not Verified,INDIVIDUAL,0,0.047103358734429286,0.08304202600741152,0.0778583265337077
10000.0,0.1398,341.68,84000.0,7.69,9.0,0.0,4115.0,0.35200000000000004,27.0,2.0,0.11904620183093058,2.7068800000000004,10.0,C,OWN,credit_card,Not Verified,INDIVIDUAL,0,0.10358369579340541,0.11110406259216396,0.10781156755541972
5000.0,0.0789,156.43,32368.0,20.84,4.0,0.0,3130.0,0.33299999999999996,11.0,0.0,0.15446878185918625,6.9397199999999994,1.0,A,RENT,debt_consolidation,Not Verified,INDIVIDUAL,0,0.08978571753160748,0.10356504387547476,0.0782406223519434
2000.0,0.19469999999999998,73.79,94000.0,12.17,8.0,0.0,8538.0,0.9079999999999999,12.0,0.0,0.02127636940032553,11.05036,2.0,D,RENT,other,Source Verified,INDIVIDUAL,0,0.10466186039542034,0.11171294782662823,0.29004124774357637
28000.0,0.08900000000000001,889.09,180000.0,17.5,19.0,0.0,57322.0,0.8079999999999999,27.0,2.0,0.15555469136282576,14.139999999999999,10.0,A,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,0,0.06176061077868597,0.08963498129224065,0.05888891663055102
18000.0,0.1311,607.45,66000.0,23.12,14.0,0.0,15405.0,0.73,33.0,5.0,0.2727231405584764,16.8776,10.0,B,MORTGAGE,debt_consolidation,Not Verified,INDIVIDUAL,0,0.12395632516065283,0.12311103558809233,0.11968875145474651
15000.0,0.1333,343.84,60000.0,12.62,8.0,0.0,18451.0,0.6829999999999999,16.0,0.0,0.24999583340277662,8.619459999999998,3.0,C,RENT,credit_card,Source Verified,INDIVIDUAL,1,0.25450448476013643,0.22819013950217099,0.2603015651519575
8000.0,0.1629,282.41,37000.0,20.34,10.0,0.0,8654.0,0.601,17.0,0.0,0.21621037269262994,12.22434,10.0,C,RENT,debt_consolidation,Not Verified,INDIVIDUAL,0,0.21907678768992825,0.1945577512601054,0.22942290195784745
6000.0,0.1075,195.73,95000.0,9.58,5.0,1.0,1928.0,0.301,20.0,0.0,0.06315722992389554,2.88358,3.0,B,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.08381245894734327,0.10044396186136494,0.10491283654860366
7000.0,0.1015,226.37,70000.0,4.22,7.0,0.0,7185.0,0.642,20.0,0.0,0.0999985714489793,2.70924,3.0,B,RENT,credit_card,Not Verified,INDIVIDUAL,0,0.06397637647309395,0.09067179455845895,0.08298942004341525
20000.0,0.12990000000000002,673.79,90000.0,19.64,12.0,0.0,14846.0,0.7170000000000001,20.0,0.0,0.22221975311385428,14.081880000000002,2.0,C,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.2785894946417523,0.253286207088738,0.24810832522633314
11000.0,0.0999,354.89,52000.0,10.86,11.0,0.0,10512.0,0.48700000000000004,17.0,0.0,0.21153439356935444,5.28882,10.0,B,RENT,debt_consolidation,Not Verified,INDIVIDUAL,0,0.10422615386668753,0.11146653541242381,0.11319436940674549
10000.0,0.1153,329.91,48000.0,23.5,13.0,1.0,9572.0,0.282,29.0,1.0,0.20832899314597614,6.627,8.0,B,MORTGAGE,other,Verified,INDIVIDUAL,0,0.18740295150569422,0.16779282627225728,0.13306439437686027
15000.0,0.1757,377.41,49000.0,19.37,9.0,0.0,15883.0,0.802,18.0,2.0,0.3061162017101692,15.534740000000001,10.0,D,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,1,0.3623555940509011,0.35358825281499184,0.30903087990523775
5000.0,0.12119999999999999,166.36,38000.0,10.99,6.0,0.0,6378.0,0.483,16.0,0.0,0.1315754848556617,5.30817,4.0,B,RENT,credit_card,Not Verified,INDIVIDUAL,0,0.08785427757433194,0.10254657730755759,0.10193306629565044
9600.0,0.1366,326.53,60000.0,2.88,5.0,0.0,3137.0,0.413,9.0,0.0,0.15999733337777702,1.1894399999999998,0.0,C,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.30084412701543184,0.27803965969152844,0.16939394362674598
20000.0,0.079,625.81,93201.0,15.98,11.0,0.0,20944.0,0.6609999999999999,16.0,2.0,0.21458766979249372,10.562779999999998,10.0,A,RENT,credit_card,Source Verified,INDIVIDUAL,0,0.11914354356403811,0.12017763917100527,0.07878517064332523
18900.0,0.1499,449.54,42000.0,20.97,6.0,0.0,19911.0,0.971,20.0,1.0,0.4499892859693817,20.36187,1.0,C,RENT,credit_card,Source Verified,INDIVIDUAL,0,0.41747507785752264,0.4282817855050167,0.40036092788059496
24000.0,0.0762,747.88,99000.0,15.42,14.0,0.0,11988.0,0.253,25.0,0.0,0.24242179371925537,3.90126,9.0,A,RENT,credit_card,Source Verified,INDIVIDUAL,0,0.0587431821898247,0.08824024115424081,0.07411070925646718
8000.0,0.16,281.26,40000.0,23.13,9.0,0.0,31006.0,0.8540000000000001,25.0,,0.19999500012499688,19.753020000000003,1.0,E,MORTGAGE,small_business,Verified,INDIVIDUAL,0,0.25967755113153257,0.23342918246561356,0.4192473441378141
15125.0,0.1999,400.64,43000.0,6.14,11.0,2.0,5909.0,0.369,13.0,0.0,0.3517360061393921,2.26566,5.0,E,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,0,0.41367049336473133,0.4229759082413811,0.36496961434731895
10800.0,0.1199,358.67,53000.0,17.64,20.0,1.0,8748.0,0.319,31.0,1.0,0.20376974019358127,5.62716,4.0,B,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.13204518439621027,0.12817978327599128,0.14821189155571873
20000.0,0.19519999999999998,524.56,74000.0,22.27,18.0,0.0,36512.0,0.682,43.0,5.0,0.2702666180186754,15.18814,10.0,E,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.3966327824255033,0.39944854076418734,0.35622824071863957
21600.0,0.1366,498.8,77043.0,35.79,11.0,0.0,53326.0,0.5589999999999999,28.0,2.0,0.28035927521935516,20.00661,10.0,C,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.29457345500056265,0.2709163079625861,0.30053324868389236
12000.0,0.1229,400.24,53000.0,37.81,15.0,0.0,21015.0,0.727,27.0,0.0,0.2264108224373125,27.48787,7.0,C,RENT,credit_card,Verified,INDIVIDUAL,0,0.46741625407010595,0.49900831412282304,0.31013312234413803
8975.0,0.1875,327.86,46000.0,3.78,5.0,0.0,4648.0,0.861,7.0,1.0,0.19510445425099454,3.25458,1.0,D,MORTGAGE,debt_consolidation,Not Verified,INDIVIDUAL,1,0.20475794952030246,0.1820757724948043,0.19306451154824117
35000.0,0.17859999999999998,1262.88,105000.0,27.38,14.0,0.0,3648.0,0.207,32.0,0.0,0.33333015876039274,5.66766,5.0,D,OWN,major_purchase,Verified,INDIVIDUAL,1,0.49769414119574856,0.5420898381113607,0.24770117964782173
8000.0,0.1531,278.54,35000.0,14.5,9.0,0.0,7924.0,0.505,12.0,0.0,0.22856489814576728,7.3225,5.0,C,RENT,credit_card,Not Verified,INDIVIDUAL,0,0.1752054147657106,0.15829964591494813,0.20445539526569625
15000.0,0.079,469.36,75000.0,25.07,18.0,0.0,19581.0,0.22899999999999998,33.0,0.0,0.19999733336888842,5.741029999999999,9.0,A,RENT,debt_consolidation,Verified,INDIVIDUAL,1,0.09050586577705232,0.10394706905969865,0.08776815487704843
24600.0,0.1305,829.47,69398.68,10.6,16.0,0.0,23149.0,0.518,20.0,0.0,0.3544684932264818,5.4908,9.0,B,RENT,credit_card,Verified,INDIVIDUAL,0,0.13348628781708183,0.12910129223269698,0.13734379315475687
12800.0,0.08900000000000001,406.45,82500.0,11.35,10.0,0.0,16408.0,0.767,27.0,3.0,0.15514963454988423,8.705449999999999,10.0,A,MORTGAGE,credit_card,Not Verified,INDIVIDUAL,0,0.049149979801459735,0.08393539329165718,0.044328673953480204
18250.0,0.18539999999999998,468.81,59000.0,19.08,18.0,0.0,554.0,0.068,24.0,,0.30931679124082645,1.29744,1.0,F,MORTGAGE,home_improvement,Verified,INDIVIDUAL,0,0.3688719775492878,0.3621303487218546,0.42120586944522476
5000.0,0.1417,116.79,72000.0,18.82,18.0,0.0,10948.0,0.7170000000000001,24.0,,0.06944347995166734,13.493940000000002,3.0,C,RENT,credit_card,Source Verified,INDIVIDUAL,1,0.20589152095090246,0.18304079453765423,0.2543940548506679
5000.0,0.21,188.38,66260.0,15.34,13.0,0.0,2125.0,0.607,52.0,0.0,0.0754591690436305,9.31138,5.0,E,RENT,credit_card,Not Verified,INDIVIDUAL,1,0.23643055819124895,0.21054143773935874,0.24254409600795765
7200.0,0.0999,232.29,120000.0,19.42,16.0,0.0,5550.0,0.109,32.0,,0.05999950000416663,2.1167800000000003,10.0,B,MORTGAGE,debt_consolidation,Not Verified,INDIVIDUAL,0,0.06937245026156012,0.09324203565079696,0.07902180775452039
6000.0,0.1074,195.7,60000.0,17.98,10.0,0.0,11282.0,0.43200000000000005,43.0,,0.09999833336111065,7.767360000000001,3.0,B,RENT,debt_consolidation,Source Verified,INDIVIDUAL,1,0.09434921484481167,0.10600701910182218,0.11594735445588314
6000.0,0.1699,213.89,23000.0,12.21,7.0,0.0,1166.0,0.086,7.0,0.0,0.2608582235554976,1.05006,3.0,D,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.23770963752324362,0.21175681625396145,0.2895566801670142
4375.0,0.0662,134.33,34000.0,23.29,11.0,0.0,10813.0,0.287,32.0,1.0,0.1286726860974677,6.6842299999999994,10.0,A,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,0,0.08785145707006704,0.10254509653653271,0.05622763487539694
7450.0,0.19190000000000002,273.81,60000.0,34.78,8.0,0.0,2473.0,0.589,22.0,0.0,0.12416459725671239,20.48542,0.0,E,RENT,debt_consolidation,Not Verified,INDIVIDUAL,1,0.4848332758295919,0.5238298535415901,0.3927018454025281
12000.0,0.1367,408.22,80000.0,15.45,16.0,0.0,14263.0,0.29,22.0,4.0,0.1499981250234372,4.480499999999999,4.0,C,MORTGAGE,credit_card,Not Verified,INDIVIDUAL,0,0.110130204780272,0.11484623694418124,0.13513014913673677
10000.0,0.12689999999999999,335.45,58000.0,13.64,23.0,0.0,13739.0,0.475,42.0,3.0,0.17241082050309478,6.479,1.0,C,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.18096561552034499,0.16272726611811825,0.18493807374640353
21200.0,0.151,735.95,60000.0,29.3,20.0,0.0,49200.0,0.821,28.0,0.0,0.35332744454259096,24.0553,10.0,C,RENT,debt_consolidation,Verified,INDIVIDUAL,1,0.3109058752706108,0.28970700928918897,0.3207562361930325
16000.0,0.1776,404.21,100000.0,21.95,12.0,0.0,18924.0,0.639,21.0,2.0,0.15999840001599985,14.02605,10.0,D,MORTGAGE,credit_card,Verified,INDIVIDUAL,0,0.23370220180527285,0.2079660778790443,0.2520351354430392
6050.0,0.1153,199.6,60434.0,17.71,5.0,1.0,1009.0,0.45899999999999996,21.0,5.0,0.10010755356995119,8.12889,0.0,B,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.1607692874057877,0.1476329965528488,0.10709361861608345
19000.0,0.1249,427.37,46000.0,18.6,8.0,1.0,20676.0,0.755,17.0,6.0,0.4130344992500163,14.043000000000001,3.0,B,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,1,0.2810266312540245,0.25592473462026855,0.2287029101415359
8400.0,0.1149,276.96,32000.0,23.78,17.0,0.0,1965.0,0.255,27.0,,0.26249179713133963,6.0639,3.0,B,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.27863493761578145,0.2533352403829606,0.20163977649966325
24000.0,0.0762,747.88,148000.0,10.82,8.0,0.0,27866.0,0.611,14.0,2.0,0.16216106647928055,6.61102,10.0,A,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,0,0.03832234882787396,0.07930646160572537,0.04502787316645441
28000.0,0.11470000000000001,922.93,103000.0,6.27,13.0,1.0,19398.0,0.4,18.0,1.0,0.2718420209512529,2.508,10.0,B,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,0,0.08683887179047386,0.10201470959048654,0.08833017287174091
3000.0,0.1399,102.52,80000.0,20.36,9.0,0.0,23872.0,0.915,26.0,0.0,0.0374995312558593,18.6294,10.0,C,RENT,other,Not Verified,INDIVIDUAL,0,0.18163129849516513,0.1632453280002653,0.1880406771227899
10000.0,0.0819,314.25,90000.0,9.45,11.0,0.0,9992.0,0.335,18.0,0.0,0.11110987655692714,3.16575,10.0,A,RENT,debt_consolidation,Not Verified,INDIVIDUAL,0,0.051989712311764094,0.08518942078353284,0.054239222162544724
5000.0,0.1229,166.77,15000.0,11.76,7.0,0.0,2259.0,0.233,18.0,0.0,0.33331111259249385,2.7400800000000003,1.0,C,RENT,credit_card,Verified,INDIVIDUAL,0,0.2208447122909871,0.19614305959932493,0.2143189706857353
8500.0,0.12990000000000002,286.36,37000.0,19.67,13.0,0.0,7682.0,0.565,22.0,0.0,0.2297235209859193,11.11355,3.0,B,RENT,credit_card,Not Verified,INDIVIDUAL,1,0.15086734414022582,0.14066530825562304,0.15935420952030976
28000.0,0.21989999999999998,773.18,125000.0,21.5,35.0,0.0,25379.0,0.7709999999999999,50.0,1.0,0.2239982080143359,16.5765,10.0,F,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,1,0.4648035690532169,0.4952823237108132,0.449687109812674
20000.0,0.1199,664.2,60000.0,39.45,21.0,0.0,12503.0,0.613,45.0,0.0,0.3333277778703688,24.182850000000002,7.0,B,RENT,credit_card,Source Verified,INDIVIDUAL,1,0.22630728295914926,0.2011029947507752,0.2616305489478746
3000.0,0.1999,111.48,170000.0,16.2,9.0,0.0,11486.0,0.9990000000000001,19.0,6.0,0.01764695501791166,16.1838,10.0,E,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.1285939271338925,0.12599568067129788,0.2516383328047708
7100.0,0.1522,246.89,40000.0,21.9,9.0,0.0,5850.0,0.636,11.0,0.0,0.17749556261093472,13.9284,5.0,C,RENT,credit_card,Not Verified,INDIVIDUAL,0,0.19195367564460025,0.17144922280764158,0.22989142122746178
7000.0,0.12689999999999999,234.82,57000.0,19.54,8.0,1.0,8964.0,0.415,31.0,8.0,0.12280486307257768,8.1091,9.0,C,OWN,other,Verified,INDIVIDUAL,0,0.11442143097232095,0.117358355008779,0.15221878241124112
15000.0,0.062400000000000004,457.97,88500.0,18.84,12.0,0.0,25914.0,0.659,20.0,2.0,0.16948961028688941,12.415560000000001,1.0,A,MORTGAGE,credit_card,Not Verified,INDIVIDUAL,0,0.04406839776871432,0.08173315562708085,0.06081332251102085
11875.0,0.0603,361.43,52000.0,14.84,8.0,0.0,168.0,0.013999999999999999,21.0,1.0,0.2283609930578258,0.20775999999999997,3.0,A,MORTGAGE,debt_consolidation,Not Verified,INDIVIDUAL,0,0.0309811738632318,0.07630195728218588,0.05154886465624304
12000.0,0.1699,427.78,59000.0,26.04,22.0,0.0,7687.0,0.183,33.0,0.0,0.2033863832816393,4.76532,4.0,D,OWN,debt_consolidation,Verified,INDIVIDUAL,1,0.2470612545137323,0.22079832029604468,0.3016475296180249
35000.0,0.1561,1223.77,100000.0,25.06,13.0,0.0,31110.0,0.922,27.0,2.0,0.34999650003499966,23.10532,10.0,C,MORTGAGE,credit_card,Verified,INDIVIDUAL,0,0.18485353951353792,0.16577178651757793,0.18619291131241628
15000.0,0.1249,337.4,36000.0,11.73,4.0,0.0,4721.0,0.429,18.0,0.0,0.4166550929140857,5.03217,10.0,B,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.27747975462260005,0.25209073740605736,0.1979827879837383
20000.0,0.1335,458.66,75000.0,10.22,4.0,0.0,6609.0,0.696,12.0,0.0,0.2666631111585179,7.11312,6.0,C,RENT,credit_card,Source Verified,INDIVIDUAL,1,0.25765899621145444,0.23137498126705258,0.24603199452628505
13375.0,0.1629,472.15,32000.0,8.1,4.0,0.0,5469.0,0.511,6.0,0.0,0.41795568888472234,4.1391,1.0,D,RENT,credit_card,Not Verified,INDIVIDUAL,0,0.31881894556533674,0.2990835008992036,0.27461427098951763
17000.0,0.1099,556.48,40000.0,22.62,12.0,0.0,16308.0,0.51,17.0,2.0,0.42498937526561836,11.536200000000001,2.0,B,MORTGAGE,credit_card,Verified,INDIVIDUAL,0,0.1280338163371888,0.12564423762107188,0.17076481654487996
3000.0,0.21489999999999998,113.79,79000.0,6.82,11.0,0.0,1256.0,0.10099999999999999,23.0,1.0,0.03797420285819167,0.68882,6.0,E,RENT,major_purchase,Not Verified,INDIVIDUAL,0,0.14179246365662304,0.13452314777667707,0.2183337387924551
10000.0,0.1311,337.47,56740.0,4.91,7.0,1.0,9107.0,0.5489999999999999,11.0,3.0,0.17623940360585819,2.6955899999999997,10.0,B,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.08557749966244857,0.1013574116550343,0.09477477901216125
20000.0,0.1305,674.37,71000.0,20.45,14.0,0.0,9635.0,0.42100000000000004,37.0,4.0,0.28168617343417696,8.60945,10.0,B,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,0,0.1358662773031437,0.13063552026672523,0.10731251797512395
10625.0,0.1155,350.63,31000.0,29.15,10.0,0.0,16444.0,0.7509999999999999,22.0,2.0,0.3427308796490436,21.891649999999995,10.0,B,MORTGAGE,credit_card,Not Verified,INDIVIDUAL,0,0.13666647709547344,0.1311548277374879,0.16009225514376815
34000.0,0.10640000000000001,1107.33,116000.0,6.07,6.0,0.0,24535.0,0.353,26.0,4.0,0.2931009215437798,2.14271,1.0,B,RENT,credit_card,Source Verified,INDIVIDUAL,0,0.06898614424032815,0.0930558800361403,0.08501485908636244
10000.0,0.1433,343.39,50000.0,16.54,15.0,0.0,8825.0,0.499,25.0,0.0,0.1999960000799984,8.253459999999999,10.0,C,RENT,debt_consolidation,Not Verified,INDIVIDUAL,1,0.17999937971819877,0.16197765933483785,0.20113369477510276
18000.0,0.1699,641.66,75000.0,32.22,16.0,0.0,15699.0,0.6709999999999999,42.0,3.0,0.2399968000426661,21.619619999999998,1.0,D,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,1,0.2301009085405576,0.20460241381355002,0.28665372460739885
5000.0,0.1153,164.96,45000.0,7.27,13.0,0.0,6050.0,0.16,15.0,0.0,0.1111086420301771,1.1632,4.0,B,RENT,debt_consolidation,Not Verified,INDIVIDUAL,0,0.12117012887662687,0.12140541979490982,0.10251953465198453
5000.0,0.1153,164.96,38000.0,10.36,11.0,0.0,7199.0,0.33,23.0,0.0,0.1315754848556617,3.4188,0.0,B,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.20015801383717727,0.1782003865439383,0.12971730501213224
25000.0,0.1825,638.25,180000.0,8.35,9.0,1.0,7806.0,0.281,16.0,1.0,0.1388881172882373,2.34635,1.0,D,MORTGAGE,debt_consolidation,Not Verified,INDIVIDUAL,1,0.16707941366602946,0.15222048919372277,0.2108914563278235
5000.0,0.0975,160.75,30000.0,18.64,15.0,0.0,6833.0,0.605,35.0,0.0,0.16666111129629013,11.2772,2.0,B,RENT,debt_consolidation,Source Verified,INDIVIDUAL,1,0.1457173421692159,0.13715135575114726,0.16458807000470235
7200.0,0.1629,254.17,38784.0,24.97,10.0,0.0,6386.0,0.8079999999999999,11.0,1.0,0.18563877787804564,20.175759999999997,5.0,C,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,0,0.22257915305258322,0.19770781382622074,0.2454145070734178
23675.0,0.1905,614.8,60000.0,20.58,14.0,0.0,3991.0,0.47,27.0,1.0,0.3945767570540491,9.6726,3.0,D,OWN,debt_consolidation,Verified,INDIVIDUAL,0,0.4773833101476043,0.5132199325836511,0.4042062612344965
2500.0,0.1399,85.44,106000.0,16.57,20.0,0.0,93922.0,0.8740000000000001,44.0,5.0,0.023584683163366385,14.482180000000001,8.0,C,OWN,vacation,Source Verified,INDIVIDUAL,1,0.14098774136810746,0.13398956655094005,0.15993728788472003
9000.0,0.1114,295.25,54000.0,9.49,7.0,0.0,9009.0,0.444,19.0,0.0,0.16666358030406844,4.21356,2.0,B,RENT,debt_consolidation,Not Verified,INDIVIDUAL,0,0.08069316540608931,0.09884752816073411,0.10558154752325344
5000.0,0.1153,164.96,87000.0,20.23,18.0,1.0,19817.0,0.53,39.0,0.0,0.05747060378616338,10.721900000000002,5.0,B,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.1744589166043329,0.15773306117064184,0.12546441562351812
19500.0,0.1875,712.34,65000.0,24.59,5.0,0.0,13214.0,0.893,11.0,0.0,0.2999953846863894,21.95887,6.0,D,RENT,debt_consolidation,Verified,INDIVIDUAL,0,0.2538043785357123,0.2274875038349598,0.3314397900697927
